step,t,uav_x,uav_y,uav_z,uav_vx,uav_vy,uav_vz,dyn_x,dyn_y,dyn_z,stat_x,stat_y,stat_z,d_min,rpz,rpf,target_x,target_y,target_z
129,12.900000,0.035807,-0.613045,1.712647,0.018415,-0.042332,-0.058987,-0.210000,-0.048000,2.500000,3.500000,-1.000000,2.000000,0.999811,1.000000,1.500000,3.000000,2.500000,3.000000
130,13.000000,0.037572,-0.617184,1.706754,0.017649,-0.041393,-0.058931,-0.200000,-0.060000,2.500000,3.500000,-1.000000,2.000000,0.998065,1.000000,1.500000,3.000000,2.500000,3.000000
131,13.100000,0.039261,-0.621232,1.700864,0.016895,-0.040475,-0.058892,-0.190000,-0.072000,2.500000,3.500000,-1.000000,2.000000,0.996410,1.000000,1.500000,3.000000,2.500000,3.000000
132,13.200000,0.040877,-0.625189,1.694977,0.016153,-0.039578,-0.058873,-0.180000,-0.084000,2.500000,3.500000,-1.000000,2.000000,0.994854,1.000000,1.500000,3.000000,2.500000,3.000000
133,13.300000,0.042419,-0.629060,1.689089,0.015423,-0.038704,-0.058878,-0.170000,-0.096000,2.500000,3.500000,-1.000000,2.000000,0.993404,1.000000,1.500000,3.000000,2.500000,3.000000
134,13.400000,0.043890,-0.632845,1.683198,0.014705,-0.037854,-0.058911,-0.160000,-0.108000,2.500000,3.500000,-1.000000,2.000000,0.992068,1.000000,1.500000,3.000000,2.500000,3.000000
135,13.500000,0.045290,-0.636548,1.677301,0.013999,-0.037028,-0.058974,-0.150000,-0.120000,2.500000,3.500000,-1.000000,2.000000,0.990855,1.000000,1.500000,3.000000,2.500000,3.000000
136,13.600000,0.046620,-0.640171,1.671394,0.013304,-0.036228,-0.059072,-0.140000,-0.132000,2.500000,3.500000,-1.000000,2.000000,0.989774,1.000000,1.500000,3.000000,2.500000,3.000000
137,13.700000,0.047882,-0.643716,1.665473,0.012621,-0.035454,-0.059209,-0.130000,-0.144000,2.500000,3.500000,-1.000000,2.000000,0.988835,1.000000,1.500000,3.000000,2.500000,3.000000
138,13.800000,0.049077,-0.647187,1.659534,0.011947,-0.034708,-0.059389,-0.120000,-0.156000,2.500000,3.500000,-1.000000,2.000000,0.988046,1.000000,1.500000,3.000000,2.500000,3.000000
139,13.900000,0.050205,-0.650586,1.653572,0.011284,-0.033990,-0.059616,-0.110000,-0.168000,2.500000,3.500000,-1.000000,2.000000,0.987418,1.000000,1.500000,3.000000,2.500000,3.000000
140,14.000000,0.051268,-0.653916,1.647583,0.010629,-0.033300,-0.059896,-0.100000,-0.180000,2.500000,3.500000,-1.000000,2.000000,0.986962,1.000000,1.500000,3.000000,2.500000,3.000000
141,14.100000,0.052266,-0.657180,1.641559,0.009982,-0.032640,-0.060233,-0.090000,-0.192000,2.500000,3.500000,-1.000000,2.000000,0.986688,1.000000,1.500000,3.000000,2.500000,3.000000
142,14.200000,0.053200,-0.660381,1.635496,0.009342,-0.032009,-0.060633,-0.080000,-0.204000,2.500000,3.500000,-1.000000,2.000000,0.986607,1.000000,1.500000,3.000000,2.500000,3.000000
143,14.300000,0.054071,-0.663522,1.629386,0.008708,-0.031408,-0.061101,-0.070000,-0.216000,2.500000,3.500000,-1.000000,2.000000,0.986731,1.000000,1.500000,3.000000,2.500000,3.000000
144,14.400000,0.054879,-0.666605,1.623222,0.008077,-0.030837,-0.061643,-0.060000,-0.228000,2.500000,3.500000,-1.000000,2.000000,0.987073,1.000000,1.500000,3.000000,2.500000,3.000000
145,14.500000,0.055624,-0.669635,1.616995,0.007448,-0.030296,-0.062265,-0.050000,-0.240000,2.500000,3.500000,-1.000000,2.000000,0.987644,1.000000,1.500000,3.000000,2.500000,3.000000
146,14.600000,0.056306,-0.672613,1.610698,0.006820,-0.029784,-0.062973,-0.040000,-0.252000,2.500000,3.500000,-1.000000,2.000000,0.988458,1.000000,1.500000,3.000000,2.500000,3.000000
147,14.700000,0.056925,-0.675544,1.604320,0.006189,-0.029302,-0.063773,-0.030000,-0.264000,2.500000,3.500000,-1.000000,2.000000,0.989528,1.000000,1.500000,3.000000,2.500000,3.000000
148,14.800000,0.057480,-0.678429,1.597853,0.005554,-0.028849,-0.064674,-0.020000,-0.276000,2.500000,3.500000,-1.000000,2.000000,0.990869,1.000000,1.500000,3.000000,2.500000,3.000000
149,14.900000,0.057971,-0.681271,1.591285,0.004913,-0.028425,-0.065680,-0.010000,-0.288000,2.500000,3.500000,-1.000000,2.000000,0.992494,1.000000,1.500000,3.000000,2.500000,3.000000
150,15.000000,0.058397,-0.684074,1.584605,0.004262,-0.028028,-0.066801,0.000000,-0.300000,2.500000,3.500000,-1.000000,2.000000,0.994420,1.000000,1.500000,3.000000,2.500000,3.000000
151,15.100000,0.058757,-0.686840,1.577800,0.003598,-0.027657,-0.068044,0.010000,-0.312000,2.500000,3.500000,-1.000000,2.000000,0.996661,1.000000,1.500000,3.000000,2.500000,3.000000
152,15.200000,0.059049,-0.689571,1.570859,0.002917,-0.027312,-0.069417,0.020000,-0.324000,2.500000,3.500000,-1.000000,2.000000,0.999235,1.000000,1.500000,3.000000,2.500000,3.000000
153,15.300000,0.059271,-0.692270,1.563766,0.002218,-0.026991,-0.070928,0.030000,-0.336000,2.500000,3.500000,-1.000000,2.000000,1.002157,1.000000,1.500000,3.000000,2.500000,3.000000
154,15.400000,0.059420,-0.694939,1.556507,0.001494,-0.026691,-0.072586,0.040000,-0.348000,2.500000,3.500000,-1.000000,2.000000,1.005446,1.000000,1.500000,3.000000,2.500000,3.000000
155,15.500000,0.074492,-0.686922,1.572221,0.150717,0.080173,0.157135,0.050000,-0.360000,2.500000,3.500000,-1.000000,2.000000,0.983998,1.000000,1.500000,3.000000,2.500000,3.000000
156,15.600000,0.074594,-0.689148,1.565661,0.001025,-0.022267,-0.065599,0.060000,-0.372000,2.500000,3.500000,-1.000000,2.000000,0.986806,1.000000,1.500000,3.000000,2.500000,3.000000
157,15.700000,0.074627,-0.691342,1.558945,0.000330,-0.021934,-0.067160,0.070000,-0.384000,2.500000,3.500000,-1.000000,2.000000,0.989982,1.000000,1.500000,3.000000,2.500000,3.000000
158,15.800000,0.074588,-0.693503,1.552057,-0.000393,-0.021616,-0.068877,0.080000,-0.396000,2.500000,3.500000,-1.000000,2.000000,0.993546,1.000000,1.500000,3.000000,2.500000,3.000000
159,15.900000,0.074473,-0.695635,1.544981,-0.001150,-0.021311,-0.070760,0.090000,-0.408000,2.500000,3.500000,-1.000000,2.000000,0.997515,1.000000,1.500000,3.000000,2.500000,3.000000
160,16.000000,0.074278,-0.697736,1.537699,-0.001946,-0.021016,-0.072817,0.100000,-0.420000,2.500000,3.500000,-1.000000,2.000000,1.001909,1.000000,1.500000,3.000000,2.500000,3.000000
161,16.100000,0.074000,-0.699809,1.530193,-0.002786,-0.020728,-0.075060,0.110000,-0.432000,2.500000,3.500000,-1.000000,2.000000,1.006748,1.000000,1.500000,3.000000,2.500000,3.000000
162,16.200000,0.091933,-0.694591,1.546089,0.179336,0.052176,0.158956,0.120000,-0.444000,2.500000,3.500000,-1.000000,2.000000,0.986676,1.000000,1.500000,3.000000,2.500000,3.000000
163,16.300000,0.091658,-0.696317,1.539191,-0.002753,-0.017252,-0.068976,0.130000,-0.456000,2.500000,3.500000,-1.000000,2.000000,0.991148,1.000000,1.500000,3.000000,2.500000,3.000000
164,16.400000,0.091300,-0.698009,1.532070,-0.003583,-0.016922,-0.071214,0.140000,-0.468000,2.500000,3.500000,-1.000000,2.000000,0.996074,1.000000,1.500000,3.000000,2.500000,3.000000
165,16.500000,0.090853,-0.699668,1.524705,-0.004466,-0.016588,-0.073649,0.150000,-0.480000,2.500000,3.500000,-1.000000,2.000000,1.001475,1.000000,1.500000,3.000000,2.500000,3.000000
166,16.600000,0.090312,-0.701292,1.517076,-0.005409,-0.016245,-0.076293,0.160000,-0.492000,2.500000,3.500000,-1.000000,2.000000,1.007373,1.000000,1.500000,3.000000,2.500000,3.000000
167,16.700000,0.105778,-0.695596,1.533073,0.154664,0.056964,0.159969,0.170000,-0.504000,2.500000,3.500000,-1.000000,2.000000,0.987817,1.000000,1.500000,3.000000,2.500000,3.000000
168,16.800000,0.105235,-0.696910,1.525998,-0.005430,-0.013140,-0.070746,0.180000,-0.516000,2.500000,3.500000,-1.000000,2.000000,0.993478,1.000000,1.500000,3.000000,2.500000,3.000000
169,16.900000,0.104596,-0.698184,1.518652,-0.006393,-0.012740,-0.073464,0.190000,-0.528000,2.500000,3.500000,-1.000000,2.000000,0.999650,1.000000,1.500000,3.000000,2.500000,3.000000
170,17.000000,0.103853,-0.699415,1.511011,-0.007428,-0.012316,-0.076408,0.200000,-0.540000,2.500000,3.500000,-1.000000,2.000000,1.006358,1.000000,1.500000,3.000000,2.500000,3.000000
171,17.100000,0.118788,-0.693459,1.527117,0.149344,0.059567,0.161064,0.210000,-0.552000,2.500000,3.500000,-1.000000,2.000000,0.987335,1.000000,1.500000,3.000000,2.500000,3.000000
172,17.200000,0.118046,-0.694408,1.519984,-0.007421,-0.009492,-0.071332,0.220000,-0.564000,2.500000,3.500000,-1.000000,2.000000,0.993897,1.000000,1.500000,3.000000,2.500000,3.000000
173,17.300000,0.117196,-0.695307,1.512544,-0.008500,-0.008990,-0.074404,0.230000,-0.576000,2.500000,3.500000,-1.000000,2.000000,1.001014,1.000000,1.500000,3.000000,2.500000,3.000000
174,17.400000,0.132328,-0.689615,1.528908,0.151327,0.056922,0.163641,0.240000,-0.588000,2.500000,3.500000,-1.000000,2.000000,0.982313,1.000000,1.500000,3.000000,2.500000,3.000000
175,17.500000,0.131485,-0.690257,1.521951,-0.008430,-0.006420,-0.069567,0.250000,-0.600000,2.500000,3.500000,-1.000000,2.000000,0.989329,1.000000,1.500000,3.000000,2.500000,3.000000
176,17.600000,0.130529,-0.690839,1.514672,-0.009565,-0.005824,-0.072794,0.260000,-0.612000,2.500000,3.500000,-1.000000,2.000000,0.996920,1.000000,1.500000,3.000000,2.500000,3.000000
177,17.700000,0.129449,-0.691356,1.507044,-0.010796,-0.005174,-0.076274,0.270000,-0.624000,2.500000,3.500000,-1.000000,2.000000,1.005113,1.000000,1.500000,3.000000,2.500000,3.000000
178,17.800000,0.144662,-0.686131,1.523209,0.152132,0.052255,0.161646,0.280000,-0.636000,2.500000,3.500000,-1.000000,2.000000,0.987396,1.000000,1.500000,3.000000,2.500000,3.000000
179,17.900000,0.143588,-0.686413,1.515987,-0.010746,-0.002819,-0.072224,0.290000,-0.648000,2.500000,3.500000,-1.000000,2.000000,0.995588,1.000000,1.500000,3.000000,2.500000,3.000000
180,18.000000,0.142381,-0.686617,1.508394,-0.012068,-0.002038,-0.075920,0.300000,-0.660000,2.500000,3.500000,-1.000000,2.000000,1.004407,1.000000,1.500000,3.000000,2.500000,3.000000
181,18.100000,0.155931,-0.677328,1.524317,0.135502,0.092889,0.159223,0.310000,-0.672000,2.500000,3.500000,-1.000000,2.000000,0.987787,1.000000,1.500000,3.000000,2.500000,3.000000
182,18.200000,0.154711,-0.677278,1.517061,-0.012202,0.000496,-0.072562,0.320000,-0.684000,2.500000,3.500000,-1.000000,2.000000,0.996763,1.000000,1.500000,3.000000,2.500000,3.000000
183,18.300000,0.153346,-0.677132,1.509406,-0.013651,0.001458,-0.076546,0.330000,-0.696000,2.500000,3.500000,-1.000000,2.000000,1.006399,1.000000,1.500000,3.000000,2.500000,3.000000
184,18.400000,0.163740,-0.665811,1.525545,0.103941,0.113212,0.161394,0.340000,-0.708000,2.500000,3.500000,-1.000000,2.000000,0.991166,1.000000,1.500000,3.000000,2.500000,3.000000
185,18.500000,0.162325,-0.665400,1.518143,-0.014149,0.004116,-0.074021,0.350000,-0.720000,2.500000,3.500000,-1.000000,2.000000,1.001122,1.000000,1.500000,3.000000,2.500000,3.000000
186,18.600000,0.177389,-0.655565,1.534414,0.150642,0.098345,0.162712,0.360000,-0.732000,2.500000,3.500000,-1.000000,2.000000,0.985670,1.000000,1.500000,3.000000,2.500000,3.000000
187,18.700000,0.175963,-0.654910,1.527264,-0.014263,0.006549,-0.071503,0.370000,-0.744000,2.500000,3.500000,-1.000000,2.000000,0.995893,1.000000,1.500000,3.000000,2.500000,3.000000
188,18.800000,0.174371,-0.654121,1.519674,-0.015921,0.007888,-0.075902,0.380000,-0.756000,2.500000,3.500000,-1.000000,2.000000,1.006828,1.000000,1.500000,3.000000,2.500000,3.000000
189,18.900000,0.181359,-0.633964,1.532706,0.069884,0.201574,0.130323,0.390000,-0.768000,2.500000,3.500000,-1.000000,2.000000,0.998576,1.000000,1.500000,3.000000,2.500000,3.000000
190,19.000000,0.196046,-0.621365,1.548535,0.146872,0.125992,0.158287,0.400000,-0.780000,2.500000,3.500000,-1.000000,2.000000,0.985925,1.000000,1.500000,3.000000,2.500000,3.000000
191,19.100000,0.194450,-0.620092,1.541436,-0.015964,0.012732,-0.070992,0.410000,-0.792000,2.500000,3.500000,-1.000000,2.000000,0.997427,1.000000,1.500000,3.000000,2.500000,3.000000
192,19.200000,0.212707,-0.614229,1.557477,0.182569,0.058623,0.160411,0.420000,-0.804000,2.500000,3.500000,-1.000000,2.000000,0.983531,1.000000,1.500000,3.000000,2.500000,3.000000
193,19.300000,0.211102,-0.612739,1.550515,-0.016049,0.014903,-0.069613,0.430000,-0.816000,2.500000,3.500000,-1.000000,2.000000,0.995365,1.000000,1.500000,3.000000,2.500000,3.000000
194,19.400000,0.231072,-0.603039,1.562010,0.199699,0.097001,0.114941,0.440000,-0.828000,2.500000,3.500000,-1.000000,2.000000,0.986957,1.000000,1.500000,3.000000,2.500000,3.000000
195,19.500000,0.229423,-0.601254,1.554944,-0.016492,0.017851,-0.070660,0.450000,-0.840000,2.500000,3.500000,-1.000000,2.000000,0.999393,1.000000,1.500000,3.000000,2.500000,3.000000
196,19.600000,0.248196,-0.595418,1.570387,0.187735,0.058363,0.154432,0.460000,-0.852000,2.500000,3.500000,-1.000000,2.000000,0.987358,1.000000,1.500000,3.000000,2.500000,3.000000
197,19.700000,0.246519,-0.593386,1.563355,-0.016777,0.020316,-0.070316,0.470000,-0.864000,2.500000,3.500000,-1.000000,2.000000,1.000240,1.000000,1.500000,3.000000,2.500000,3.000000
198,19.800000,0.261764,-0.581579,1.579266,0.152459,0.118072,0.159108,0.480000,-0.876000,2.500000,3.500000,-1.000000,2.000000,0.990990,1.000000,1.500000,3.000000,2.500000,3.000000
199,19.900000,0.260002,-0.579213,1.572157,-0.017622,0.023659,-0.071089,0.490000,-0.888000,2.500000,3.500000,-1.000000,2.000000,1.004560,1.000000,1.500000,3.000000,2.500000,3.000000
200,20.000000,0.275459,-0.567549,1.587970,0.154567,0.116635,0.158130,0.500000,-0.900000,2.500000,3.500000,-1.000000,2.000000,0.996364,1.000000,1.500000,3.000000,2.500000,3.000000
201,20.100000,0.290971,-0.556205,1.603960,0.155121,0.113447,0.159898,0.510000,-0.912000,2.500000,3.500000,-1.000000,2.000000,0.988662,1.000000,1.500000,3.000000,2.500000,3.000000
202,20.200000,0.289216,-0.553387,1.597095,-0.017547,0.028179,-0.068650,0.520000,-0.924000,2.500000,3.500000,-1.000000,2.000000,1.002922,1.000000,1.500000,3.000000,2.500000,3.000000
203,20.300000,0.304950,-0.542119,1.612921,0.157340,0.112676,0.158266,0.530000,-0.936000,2.500000,3.500000,-1.000000,2.000000,0.996342,1.000000,1.500000,3.000000,2.500000,3.000000
204,20.400000,0.320753,-0.531140,1.628882,0.158023,0.109793,0.159607,0.540000,-0.948000,2.500000,3.500000,-1.000000,2.000000,0.990297,1.000000,1.500000,3.000000,2.500000,3.000000
205,20.500000,0.318976,-0.527816,1.622130,-0.017769,0.033241,-0.067520,0.550000,-0.960000,2.500000,3.500000,-1.000000,2.000000,1.005391,1.000000,1.500000,3.000000,2.500000,3.000000
206,20.600000,0.335006,-0.516825,1.637855,0.160297,0.109904,0.157245,0.560000,-0.972000,2.500000,3.500000,-1.000000,2.000000,1.000550,1.000000,1.500000,3.000000,2.500000,3.000000
207,20.700000,0.351114,-0.506079,1.653667,0.161084,0.107460,0.158128,0.570000,-0.984000,2.500000,3.500000,-1.000000,2.000000,0.996292,1.000000,1.500000,3.000000,2.500000,3.000000
208,20.800000,0.367305,-0.495565,1.669551,0.161914,0.105143,0.158836,0.580000,-0.996000,2.500000,3.500000,-1.000000,2.000000,0.992633,1.000000,1.500000,3.000000,2.500000,3.000000
209,20.900000,0.383584,-0.485268,1.685488,0.162784,0.102972,0.159367,0.590000,-1.008000,2.500000,3.500000,-1.000000,2.000000,0.989589,1.000000,1.500000,3.000000,2.500000,3.000000
210,21.000000,0.381903,-0.481114,1.679161,-0.016811,0.041537,-0.063269,0.600000,-1.020000,2.500000,3.500000,-1.000000,2.000000,1.005853,1.000000,1.500000,3.000000,2.500000,3.000000
211,21.100000,0.398414,-0.470630,1.694732,0.165114,0.104840,0.155711,0.610000,-1.032000,2.500000,3.500000,-1.000000,2.000000,1.004172,1.000000,1.500000,3.000000,2.500000,3.000000
212,21.200000,0.415017,-0.460292,1.710303,0.166034,0.103379,0.155709,0.620000,-1.044000,2.500000,3.500000,-1.000000,2.000000,1.003172,1.000000,1.500000,3.000000,2.500000,3.000000
213,21.300000,0.431715,-0.450077,1.725853,0.166979,0.102157,0.155505,0.630000,-1.056000,2.500000,3.500000,-1.000000,2.000000,1.002877,1.000000,1.500000,3.000000,2.500000,3.000000
214,21.400000,0.448510,-0.439957,1.741362,0.167945,0.101199,0.155091,0.640000,-1.068000,2.500000,3.500000,-1.000000,2.000000,1.003313,1.000000,1.500000,3.000000,2.500000,3.000000
215,21.500000,0.465402,-0.429903,1.756808,0.168924,0.100536,0.154458,0.650000,-1.080000,2.500000,3.500000,-1.000000,2.000000,1.004508,1.000000,1.500000,3.000000,2.500000,3.000000
216,21.600000,0.482393,-0.419883,1.772168,0.169909,0.100198,0.153595,0.660000,-1.092000,2.500000,3.500000,-1.000000,2.000000,1.006491,1.000000,1.500000,3.000000,2.500000,3.000000
217,21.700000,0.499482,-0.409862,1.787417,0.170891,0.100216,0.152489,0.670000,-1.104000,2.500000,3.500000,-1.000000,2.000000,1.009296,1.000000,1.500000,3.000000,2.500000,3.000000
218,21.800000,0.516668,-0.399799,1.802529,0.171857,0.100625,0.151128,0.680000,-1.116000,2.500000,3.500000,-1.000000,2.000000,1.012959,1.000000,1.500000,3.000000,2.500000,3.000000
219,21.900000,0.533947,-0.389653,1.817479,0.172793,0.101459,0.149494,0.690000,-1.128000,2.500000,3.500000,-1.000000,2.000000,1.017518,1.000000,1.500000,3.000000,2.500000,3.000000
220,22.000000,0.551202,-0.379445,1.832140,0.172546,0.102081,0.146609,0.700000,-1.140000,2.500000,3.500000,-1.000000,2.000000,1.023045,1.000000,1.500000,3.000000,2.500000,3.000000
221,22.100000,0.568310,-0.369196,1.846389,0.171076,0.102497,0.142490,0.710000,-1.152000,2.500000,3.500000,-1.000000,2.000000,1.029595,1.000000,1.500000,3.000000,2.500000,3.000000
222,22.200000,0.585268,-0.358852,1.860208,0.169588,0.103440,0.138189,0.720000,-1.164000,2.500000,3.500000,-1.000000,2.000000,1.037184,1.000000,1.500000,3.000000,2.500000,3.000000
223,22.300000,0.602078,-0.348359,1.873581,0.168095,0.104924,0.133737,0.730000,-1.176000,2.500000,3.500000,-1.000000,2.000000,1.045827,1.000000,1.500000,3.000000,2.500000,3.000000
224,22.400000,0.618739,-0.337663,1.886498,0.166609,0.106957,0.129167,0.740000,-1.188000,2.500000,3.500000,-1.000000,2.000000,1.055538,1.000000,1.500000,3.000000,2.500000,3.000000
225,22.500000,0.635253,-0.326709,1.898949,0.165144,0.109540,0.124512,0.750000,-1.200000,2.500000,3.500000,-1.000000,2.000000,1.066333,1.000000,1.500000,3.000000,2.500000,3.000000
226,22.600000,0.651624,-0.315443,1.910930,0.163712,0.112667,0.119808,0.760000,-1.212000,2.500000,3.500000,-1.000000,2.000000,1.078222,1.000000,1.500000,3.000000,2.500000,3.000000
227,22.700000,0.667857,-0.303810,1.922439,0.162326,0.116323,0.115090,0.770000,-1.224000,2.500000,3.500000,-1.000000,2.000000,1.091219,1.000000,1.500000,3.000000,2.500000,3.000000
228,22.800000,0.683957,-0.291762,1.933479,0.160997,0.120481,0.110396,0.780000,-1.236000,2.500000,3.500000,-1.000000,2.000000,1.105330,1.000000,1.500000,3.000000,2.500000,3.000000
229,22.900000,0.699930,-0.279252,1.944055,0.159737,0.125102,0.105766,0.790000,-1.248000,2.500000,3.500000,-1.000000,2.000000,1.120562,1.000000,1.500000,3.000000,2.500000,3.000000
230,23.000000,0.715786,-0.266239,1.954180,0.158556,0.130132,0.101242,0.800000,-1.260000,2.500000,3.500000,-1.000000,2.000000,1.136914,1.000000,1.500000,3.000000,2.500000,3.000000
231,23.100000,0.731532,-0.252689,1.963866,0.157463,0.135502,0.096868,0.810000,-1.272000,2.500000,3.500000,-1.000000,2.000000,1.154380,1.000000,1.500000,3.000000,2.500000,3.000000
232,23.200000,0.747179,-0.238576,1.973135,0.156467,0.141124,0.092688,0.820000,-1.284000,2.500000,3.500000,-1.000000,2.000000,1.172945,1.000000,1.500000,3.000000,2.500000,3.000000
233,23.300000,0.762737,-0.223887,1.982010,0.155575,0.146895,0.088747,0.830000,-1.296000,2.500000,3.500000,-1.000000,2.000000,1.192588,1.000000,1.500000,3.000000,2.500000,3.000000
234,23.400000,0.778216,-0.208617,1.990519,0.154791,0.152696,0.085089,0.840000,-1.308000,2.500000,3.500000,-1.000000,2.000000,1.213273,1.000000,1.500000,3.000000,2.500000,3.000000
235,23.500000,0.793627,-0.192778,1.998694,0.154118,0.158393,0.081756,0.850000,-1.320000,2.500000,3.500000,-1.000000,2.000000,1.234956,1.000000,1.500000,3.000000,2.500000,3.000000
236,23.600000,0.808983,-0.176393,2.006572,0.153554,0.163849,0.078783,0.860000,-1.332000,2.500000,3.500000,-1.000000,2.000000,1.257578,1.000000,1.500000,3.000000,2.500000,3.000000
237,23.700000,0.824293,-0.159501,2.014192,0.153098,0.168923,0.076200,0.870000,-1.344000,2.500000,3.500000,-1.000000,2.000000,1.281069,1.000000,1.500000,3.000000,2.500000,3.000000
238,23.800000,0.839567,-0.142152,2.021595,0.152743,0.173484,0.074023,0.880000,-1.356000,2.500000,3.500000,-1.000000,2.000000,1.305348,1.000000,1.500000,3.000000,2.500000,3.000000
239,23.900000,0.854815,-0.124410,2.028821,0.152479,0.177419,0.072259,0.890000,-1.368000,2.500000,3.500000,-1.000000,2.000000,1.330325,1.000000,1.500000,3.000000,2.500000,3.000000
240,24.000000,0.870044,-0.106346,2.035910,0.152294,0.180642,0.070898,0.900000,-1.380000,2.500000,3.500000,-1.000000,2.000000,1.355902,1.000000,1.500000,3.000000,2.500000,3.000000
241,24.100000,0.885262,-0.088035,2.042902,0.152175,0.183107,0.069917,0.910000,-1.392000,2.500000,3.500000,-1.000000,2.000000,1.381982,1.000000,1.500000,3.000000,2.500000,3.000000
242,24.200000,0.900473,-0.069555,2.049830,0.152108,0.184807,0.069278,0.920000,-1.404000,2.500000,3.500000,-1.000000,2.000000,1.408467,1.000000,1.500000,3.000000,2.500000,3.000000
243,24.300000,0.915680,-0.050976,2.056723,0.152077,0.185782,0.068932,0.930000,-1.416000,2.500000,3.500000,-1.000000,2.000000,1.435266,1.000000,1.500000,3.000000,2.500000,3.000000
244,24.400000,0.930887,-0.032365,2.063605,0.152069,0.186113,0.068821,0.940000,-1.428000,2.500000,3.500000,-1.000000,2.000000,1.462300,1.000000,1.500000,3.000000,2.500000,3.000000
245,24.500000,0.946094,-0.013754,2.070487,0.152069,0.186115,0.068820,0.950000,-1.440000,2.500000,3.500000,-1.000000,2.000000,1.489522,1.000000,1.500000,3.000000,2.500000,3.000000
246,24.600000,0.961301,0.004858,2.077369,0.152069,0.186115,0.068820,0.960000,-1.452000,2.500000,3.500000,-1.000000,2.000000,1.516922,1.000000,1.500000,3.000000,2.500000,3.000000
247,24.700000,0.976508,0.023470,2.084251,0.152069,0.186115,0.068820,0.970000,-1.464000,2.500000,3.500000,-1.000000,2.000000,1.544492,1.000000,1.500000,3.000000,2.500000,3.000000
248,24.800000,0.991715,0.042081,2.091133,0.152069,0.186115,0.068820,0.980000,-1.476000,2.500000,3.500000,-1.000000,2.000000,1.572221,1.000000,1.500000,3.000000,2.500000,3.000000
249,24.900000,1.006922,0.060693,2.098015,0.152069,0.186115,0.068820,0.990000,-1.488000,2.500000,3.500000,-1.000000,2.000000,1.600102,1.000000,1.500000,3.000000,2.500000,3.000000
250,25.000000,1.022128,0.079304,2.104897,0.152069,0.186115,0.068820,1.000000,-1.500000,2.500000,3.500000,-1.000000,2.000000,1.628127,1.000000,1.500000,3.000000,2.500000,3.000000
251,25.100000,1.037335,0.097916,2.111779,0.152069,0.186115,0.068820,1.010000,-1.512000,2.500000,3.500000,-1.000000,2.000000,1.656288,1.000000,1.500000,3.000000,2.500000,3.000000
252,25.200000,1.052542,0.116527,2.118661,0.152069,0.186115,0.068820,1.020000,-1.524000,2.500000,3.500000,-1.000000,2.000000,1.684579,1.000000,1.500000,3.000000,2.500000,3.000000
253,25.300000,1.067749,0.135139,2.125543,0.152069,0.186115,0.068820,1.030000,-1.536000,2.500000,3.500000,-1.000000,2.000000,1.712994,1.000000,1.500000,3.000000,2.500000,3.000000
254,25.400000,1.082956,0.153750,2.132425,0.152069,0.186115,0.068820,1.040000,-1.548000,2.500000,3.500000,-1.000000,2.000000,1.741525,1.000000,1.500000,3.000000,2.500000,3.000000
255,25.500000,1.098163,0.172362,2.139307,0.152069,0.186115,0.068820,1.050000,-1.560000,2.500000,3.500000,-1.000000,2.000000,1.770168,1.000000,1.500000,3.000000,2.500000,3.000000
256,25.600000,1.113370,0.190973,2.146189,0.152069,0.186115,0.068820,1.060000,-1.572000,2.500000,3.500000,-1.000000,2.000000,1.798918,1.000000,1.500000,3.000000,2.500000,3.000000
257,25.700000,1.128577,0.209585,2.153071,0.152069,0.186115,0.068820,1.070000,-1.584000,2.500000,3.500000,-1.000000,2.000000,1.827768,1.000000,1.500000,3.000000,2.500000,3.000000
258,25.800000,1.143783,0.228196,2.159953,0.152069,0.186115,0.068820,1.080000,-1.596000,2.500000,3.500000,-1.000000,2.000000,1.856715,1.000000,1.500000,3.000000,2.500000,3.000000
259,25.900000,1.158990,0.246808,2.166835,0.152069,0.186115,0.068820,1.090000,-1.608000,2.500000,3.500000,-1.000000,2.000000,1.885755,1.000000,1.500000,3.000000,2.500000,3.000000
260,26.000000,1.174197,0.265419,2.173717,0.152069,0.186115,0.068820,1.100000,-1.620000,2.500000,3.500000,-1.000000,2.000000,1.914882,1.000000,1.500000,3.000000,2.500000,3.000000
261,26.100000,1.189404,0.284031,2.180599,0.152069,0.186115,0.068820,1.110000,-1.632000,2.500000,3.500000,-1.000000,2.000000,1.944093,1.000000,1.500000,3.000000,2.500000,3.000000
262,26.200000,1.204611,0.302642,2.187481,0.152069,0.186115,0.068820,1.120000,-1.644000,2.500000,3.500000,-1.000000,2.000000,1.973384,1.000000,1.500000,3.000000,2.500000,3.000000
263,26.300000,1.219818,0.321254,2.194363,0.152069,0.186115,0.068820,1.130000,-1.656000,2.500000,3.500000,-1.000000,2.000000,2.002752,1.000000,1.500000,3.000000,2.500000,3.000000
264,26.400000,1.235025,0.339866,2.201245,0.152069,0.186115,0.068820,1.140000,-1.668000,2.500000,3.500000,-1.000000,2.000000,2.032193,1.000000,1.500000,3.000000,2.500000,3.000000
265,26.500000,1.250232,0.358477,2.208127,0.152069,0.186115,0.068820,1.150000,-1.680000,2.500000,3.500000,-1.000000,2.000000,2.061704,1.000000,1.500000,3.000000,2.500000,3.000000
